Month,Distribution channel,Region,Division,Type of product,Total volume,Free of charge (Volume),Sales return volume,Actual sales volume,Sales amount
2025-05-01,MT,North,Washing Machine,Front load,356.0,0.0,0.0,356.0,1.953696396
2025-05-01,MT,North,Washing Machine,Top load,181.0,0.0,0.0,181.0,0.541286334
2025-05-01,MT,North,Television,Small size,415.0,0.0,0.0,415.0,1.417100597
2025-05-01,MT,North,Television,Large size,166.0,0.0,0.0,166.0,1.013813269
2025-05-01,MT,North,Refrigerator,Multi doors,3.0,0.0,0.0,3.0,0.037368908
2025-05-01,MT,North,Refrigerator,Side by Side,261.0,0.0,0.0,261.0,2.910528405
2025-05-01,MT,South,RAC,Non inverter,194.0,0.0,0.0,194.0,0.870077672
2025-05-01,MT,South,RAC,Inverter,1786.0,0.0,22.0,1764.0,11.881933013
2025-05-01,MT,South,Others,Inverter,82.0,0.0,0.0,82.0,0.345138358
2025-05-01,MT,South,Others,Electric fan,84.0,0.0,0.0,84.0,0.054483642
2025-05-01,MT,South,Washing Machine,Dryer Machine,114.0,0.0,0.0,114.0,0.522563
2025-05-01,MT,South,Washing Machine,Front load,136.0,0.0,1.0,135.0,0.748399926
2025-05-01,MT,South,Washing Machine,Top load,434.0,0.0,2.0,432.0,1.364752611
2025-05-01,MT,South,Television,Small size,1153.0,0.0,1.0,1152.0,4.047443636
2025-05-01,MT,South,Television,Large size,628.0,0.0,0.0,628.0,3.747055716
2025-05-01,MT,South,Refrigerator,Multi doors,19.0,0.0,0.0,19.0,0.212137818
2025-05-01,MT,South,Refrigerator,Side by Side,211.0,0.0,0.0,211.0,2.139727833
2025-05-01,MT,Middle,CAC,Other,6.0,0.0,0.0,6.0,0.073096649
2025-05-01,MT,Middle,RAC,Non inverter,58.0,0.0,0.0,58.0,0.272444366
2025-05-01,MT,Middle,RAC,Inverter,2059.0,0.0,1.0,2058.0,13.34071234
2025-05-01,MT,Middle,Washing Machine,Dryer Machine,26.0,0.0,0.0,26.0,0.119652
2025-05-01,MT,Middle,Washing Machine,Top load,24.0,0.0,0.0,24.0,0.078818547
2025-05-01,MT,Middle,Television,Small size,122.0,0.0,0.0,122.0,0.39850452
2025-05-01,MT,Middle,Television,Large size,90.0,0.0,0.0,90.0,0.56681889
2025-05-01,MT,Middle,Refrigerator,Side by Side,24.0,0.0,0.0,24.0,0.25247491
2025-05-01,Retail,North,CAC,Other,3.0,0.0,0.0,3.0,0.080372728
2025-05-01,Retail,North,RAC,Non inverter,273.0,2.0,19.0,252.0,1.191530887
2025-05-01,Retail,North,RAC,Inverter,345.0,5.0,24.0,316.0,2.06719725
2025-05-01,Retail,North,Others,Air purifier,68.0,0.0,0.0,68.0,0.157790692
2025-05-01,Retail,North,Others,Air purifier,7.0,3.0,0.0,4.0,0.013780892
2025-05-01,Retail,North,Others,Electric fan,142.0,67.0,7.0,68.0,0.072291823
2025-05-01,Retail,North,Washing Machine,Dryer Machine,31.0,0.0,0.0,31.0,0.145252724
2025-05-01,Retail,North,Washing Machine,Front load,88.0,0.0,8.0,80.0,0.467620919
2025-05-01,Retail,North,Washing Machine,Top load,224.0,2.0,11.0,211.0,0.694404579
2025-05-01,Retail,North,Television,Small size,5.0,0.0,0.0,5.0,0.024036364
2025-05-01,Retail,North,Television,Large size,127.0,0.0,1.0,126.0,0.34599398
2025-05-01,Retail,North,Refrigerator,Mini,135.0,0.0,4.0,131.0,0.315676361
2025-05-01,Retail,North,Refrigerator,Multi doors,2.0,0.0,0.0,2.0,0.022045455
2025-05-01,Retail,North,Refrigerator,Side by Side,45.0,0.0,0.0,45.0,0.410849997
2025-05-01,Retail,South,RAC,Non inverter,157.0,1.0,6.0,150.0,0.710052128
2025-05-01,Retail,South,RAC,Inverter,334.0,0.0,16.0,318.0,1.996830932
2025-05-01,Retail,South,Others,Air purifier,11.0,0.0,0.0,11.0,0.037177271
2025-05-01,Retail,South,Others,Air purifier,2.0,0.0,0.0,2.0,0.005616
2025-05-01,Retail,South,Others,Electric fan,35.0,1.0,1.0,33.0,0.051669101
2025-05-01,Retail,South,Washing Machine,Dryer Machine,31.0,0.0,2.0,29.0,0.14218283
2025-05-01,Retail,South,Washing Machine,Front load,70.0,0.0,3.0,67.0,0.392209091
2025-05-01,Retail,South,Washing Machine,Front load,1.0,0.0,0.0,1.0,0.002353745
2025-05-01,Retail,South,Washing Machine,Top load,145.0,2.0,5.0,138.0,0.42572381
2025-05-01,Retail,South,Television,Small size,6.0,0.0,0.0,6.0,0.023313636
2025-05-01,Retail,South,Television,Large size,41.0,0.0,0.0,41.0,0.212459989
2025-05-01,Retail,South,Refrigerator,Mini,104.0,0.0,1.0,103.0,0.247392729
2025-05-01,Retail,South,Refrigerator,Multi doors,2.0,0.0,0.0,2.0,0.02019091
2025-05-01,Retail,South,Refrigerator,Side by Side,40.0,0.0,1.0,39.0,0.325582821
2025-05-01,Retail,Middle,RAC,Non inverter,8.0,0.0,0.0,8.0,0.030641092
2025-05-01,Retail,Middle,RAC,Inverter,79.0,0.0,4.0,75.0,0.389620916
2025-05-01,Retail,Middle,Others,Electric fan,5.0,0.0,0.0,5.0,0.003500001
2025-05-01,Retail,Middle,Washing Machine,Dryer Machine,3.0,0.0,0.0,3.0,0.013017272
2025-05-01,Retail,Middle,Washing Machine,Front load,27.0,0.0,0.0,27.0,0.156374544
2025-05-01,Retail,Middle,Washing Machine,Top load,29.0,0.0,0.0,29.0,0.076724458
2025-05-01,Retail,Middle,Television,Small size,4.0,0.0,0.0,4.0,0.010791819
2025-05-01,Retail,Middle,Television,Large size,3.0,0.0,0.0,3.0,0.019619999
2025-05-01,Retail,Middle,Refrigerator,Multi doors,4.0,0.0,0.0,4.0,0.026692365
2025-05-01,Retail,Middle,Refrigerator,Side by Side,6.0,0.0,0.0,6.0,0.032293182
2025-06-01,ECOM,North,RAC,Non inverter,1010.0,0.0,85.0,840.0,3.482824243
2025-06-01,ECOM,North,RAC,Inverter,648.0,0.0,34.0,580.0,3.844646419
2025-06-01,ECOM,North,Others,Air purifier,38.0,0.0,0.0,38.0,0.136359095
2025-06-01,ECOM,North,Others,Water purifier,1.0,0.0,0.0,1.0,0.003699074
2025-06-01,ECOM,North,Others,Electric fan,28.0,0.0,1.0,26.0,0.026769086
2025-06-01,ECOM,North,Washing Machine,Dryer Machine,40.0,0.0,1.0,38.0,0.168718169
2025-06-01,ECOM,North,Washing Machine,Front load,90.0,0.0,7.0,76.0,0.466875002
2025-06-01,ECOM,North,Washing Machine,Top load,201.0,0.0,11.0,179.0,0.632976388
2025-06-01,ECOM,North,Television,Small size,6.0,0.0,0.0,6.0,0.0307
2025-06-01,ECOM,North,Television,Large size,105.0,0.0,5.0,95.0,0.602068146
2025-06-01,ECOM,North,Refrigerator,Mini,379.0,0.0,18.0,343.0,0.742568147
2025-06-01,ECOM,North,Refrigerator,Multi doors,16.0,0.0,0.0,16.0,0.15237727
2025-06-01,ECOM,North,Refrigerator,Side by Side,123.0,0.0,1.0,121.0,1.09432544
2025-06-01,ECOM,South,RAC,Non inverter,283.0,0.0,10.0,263.0,1.070346849
2025-06-01,ECOM,South,RAC,Inverter,288.0,0.0,18.0,252.0,1.592120026
2025-06-01,ECOM,South,Others,Air purifier,36.0,0.0,0.0,36.0,0.118318187
2025-06-01,ECOM,South,Others,Water purifier,1.0,0.0,0.0,1.0,0.004810185
2025-06-01,ECOM,South,Others,Electric fan,44.0,0.0,3.0,38.0,0.035715449
2025-06-01,ECOM,South,Washing Machine,Dryer Machine,44.0,0.0,3.0,38.0,0.164614531
2025-06-01,ECOM,South,Washing Machine,Front load,58.0,0.0,4.0,50.0,0.318817273
2025-06-01,ECOM,South,Washing Machine,Top load,143.0,0.0,4.0,135.0,0.459434554
2025-06-01,ECOM,South,Television,Small size,3.0,0.0,0.0,3.0,0.012472727
2025-06-01,ECOM,South,Television,Large size,56.0,0.0,3.0,50.0,0.319137706
2025-06-01,ECOM,South,Refrigerator,Mini,282.0,0.0,9.0,264.0,0.586295424
2025-06-01,ECOM,South,Refrigerator,Multi doors,7.0,0.0,0.0,7.0,0.077150911
2025-06-01,ECOM,South,Refrigerator,Side by Side,33.0,0.0,4.0,25.0,0.21268636
2025-06-01,ECOM,Middle,RAC,Non inverter,13.0,0.0,0.0,13.0,0.054360004
2025-06-01,ECOM,Middle,RAC,Inverter,25.0,0.0,4.0,17.0,0.109431821
2025-06-01,ECOM,Middle,Others,Air purifier,2.0,0.0,0.0,2.0,0.004072727
2025-06-01,ECOM,Middle,Washing Machine,Front load,11.0,0.0,1.0,9.0,0.047448181
2025-06-01,ECOM,Middle,Washing Machine,Top load,5.0,0.0,0.0,5.0,0.014963638
2025-06-01,ECOM,Middle,Refrigerator,Mini,5.0,0.0,0.0,5.0,0.010140909
2025-06-01,ECOM,Middle,Refrigerator,Multi doors,1.0,0.0,0.0,1.0,0.010445455
2025-06-01,ECOM,Middle,Refrigerator,Side by Side,9.0,0.0,0.0,9.0,0.090404545
2025-06-01,GT,North,CAC,Other,709.0,0.0,13.0,683.0,14.623919698
2025-06-01,GT,North,RAC,Non inverter,11405.0,660.0,113.0,10519.0,66.562451038
2025-06-01,GT,North,RAC,Inverter,31039.0,195.0,213.0,30418.0,185.953038853
2025-06-01,GT,North,Others,Water purifier,24.0,1.0,23.0,-23.0,-0.078113892
2025-06-01,GT,North,Others,Electric fan,14.0,0.0,14.0,-14.0,-0.009931815
2025-06-01,GT,North,Washing Machine,Dryer Machine,16.0,0.0,16.0,-16.0,-0.072
2025-06-01,GT,North,Washing Machine,Front load,663.0,0.0,98.0,467.0,2.601018246
2025-06-01,GT,North,Washing Machine,Top load,1340.0,0.0,55.0,1230.0,4.342363243
2025-06-01,GT,North,Television,Small size,516.0,0.0,16.0,484.0,2.109999926
2025-06-01,GT,North,Television,Large size,300.0,0.0,0.0,300.0,2.36363645
2025-06-01,GT,North,Refrigerator,Multi doors,603.0,0.0,3.0,597.0,5.5366362
2025-06-01,GT,North,Refrigerator,Side by Side,403.0,0.0,3.0,397.0,3.283908982
2025-06-01,GT,South,CAC,Other,321.0,0.0,0.0,321.0,7.545899982
2025-06-01,GT,South,RAC,Non inverter,295.0,0.0,0.0,295.0,1.88954537
2025-06-01,GT,South,RAC,Inverter,6614.0,315.0,0.0,6299.0,35.581862509
2025-06-01,GT,South,Others,Water purifier,181.0,0.0,161.0,-141.0,-0.500204868
2025-06-01,GT,South,Others,Electric fan,18.0,0.0,18.0,-18.0,-0.010104543
2025-06-01,GT,South,Washing Machine,Front load,150.0,0.0,0.0,150.0,0.82636362
2025-06-01,GT,South,Washing Machine,Top load,190.0,0.0,0.0,190.0,0.80090905
2025-06-01,GT,South,Television,Small size,410.0,0.0,0.0,410.0,1.91363635
2025-06-01,GT,South,Television,Large size,200.0,0.0,0.0,200.0,1.59090915
2025-06-01,GT,Middle,CAC,Other,37.0,0.0,2.0,33.0,0.918854545
2025-06-01,GT,Middle,RAC,Non inverter,1207.0,7.0,0.0,1200.0,6.26636328
2025-06-01,GT,Middle,RAC,Inverter,3474.0,9.0,0.0,3465.0,19.548408285
2025-06-01,GT,Middle,Washing Machine,Dryer Machine,60.0,0.0,60.0,-60.0,-0.26818182
2025-06-01,GT,Middle,Washing Machine,Front load,144.0,0.0,94.0,-44.0,-0.226218171
2025-06-01,GT,Middle,Washing Machine,Top load,514.0,2.0,142.0,228.0,0.849818124
2025-06-01,GT,Middle,Television,Small size,313.0,0.0,163.0,-13.0,-0.036181789
2025-06-01,GT,Middle,Television,Large size,660.0,0.0,10.0,640.0,5.31954567
2025-06-01,GT,Middle,Refrigerator,Mini,50.0,0.0,0.0,50.0,0.13636365
2025-06-01,GT,Middle,Refrigerator,Multi doors,93.0,0.0,43.0,7.0,0.047999985
2025-06-01,GT,Middle,Refrigerator,Side by Side,83.0,0.0,33.0,17.0,0.130909076
2025-06-01,MT,North,CAC,Other,5.0,0.0,0.0,5.0,0.126427273
2025-06-01,MT,North,RAC,Non inverter,1306.0,0.0,0.0,1306.0,5.883425496
2025-06-01,MT,North,RAC,Inverter,5323.0,0.0,91.0,5141.0,32.95198934
2025-06-01,MT,North,Others,Electric fan,3.0,0.0,0.0,3.0,0.003032727
2025-06-01,MT,North,Washing Machine,Front load,659.0,0.0,0.0,659.0,3.812497841
2025-06-01,MT,North,Washing Machine,Dryer Machine,80.0,0.0,0.0,80.0,0.673363648
2025-06-01,MT,North,Washing Machine,Top load,334.0,0.0,1.0,332.0,0.979209942
2025-06-01,MT,North,Television,Small size,257.0,0.0,1.0,255.0,0.974269387
2025-06-01,MT,North,Television,Large size,11.0,0.0,1.0,9.0,0.075439999
2025-06-01,MT,North,Refrigerator,Mini,5.0,0.0,0.0,5.0,0.011745
2025-06-01,MT,North,Refrigerator,Multi doors,48.0,0.0,0.0,48.0,0.580339621
2025-06-01,MT,North,Refrigerator,Side by Side,253.0,0.0,0.0,253.0,2.772205031
2025-06-01,MT,South,CAC,Other,3.0,0.0,0.0,3.0,0.079063635
2025-06-01,MT,South,RAC,Non inverter,25.0,0.0,0.0,25.0,0.112958188
2025-06-01,MT,South,RAC,Inverter,1678.0,0.0,9.0,1660.0,11.537935845
2025-06-01,MT,South,Washing Machine,Dryer Machine,122.0,0.0,0.0,122.0,0.561562
2025-06-01,MT,South,Washing Machine,Front load,126.0,0.0,0.0,126.0,0.696059398
2025-06-01,MT,South,Washing Machine,Top load,483.0,0.0,0.0,483.0,1.564004248
2025-06-01,MT,South,Television,Small size,920.0,0.0,4.0,912.0,3.65870556
2025-06-01,MT,South,Television,Large size,6.0,0.0,0.0,6.0,0.047382516
2025-06-01,MT,South,Refrigerator,Multi doors,25.0,0.0,0.0,25.0,0.301017447
2025-06-01,MT,South,Refrigerator,Side by Side,221.0,0.0,0.0,221.0,2.213418639
2025-06-01,MT,Middle,RAC,Non inverter,71.0,0.0,0.0,71.0,0.295107854
2025-06-01,MT,Middle,RAC,Inverter,1636.0,0.0,10.0,1616.0,10.304632384
2025-06-01,MT,Middle,Washing Machine,Dryer Machine,19.0,0.0,0.0,19.0,0.087438
2025-06-01,MT,Middle,Washing Machine,Front load,5.0,0.0,0.0,5.0,0.027536909
2025-06-01,MT,Middle,Washing Machine,Top load,25.0,0.0,0.0,25.0,0.086287277
2025-06-01,MT,Middle,Television,Small size,128.0,0.0,1.0,126.0,0.532455968
2025-06-01,MT,Middle,Refrigerator,Side by Side,29.0,0.0,0.0,29.0,0.303675456
2025-06-01,Retail,North,Others,Air purifier,25.0,0.0,0.0,25.0,0.05195455
2025-06-01,Retail,North,Others,Water purifier,1.0,1.0,0.0,0.0,0.0
2025-06-01,Retail,South,Others,Air purifier,5.0,0.0,0.0,5.0,0.01039091
2025-06-01,Retail,Middle,Television,Small size,1.0,0.0,0.0,1.0,0.001912727
